name,level,value,computedValue,fallback,feedbackValue,deprecatedComment,value.font-family,value.font-weight,value.line-height,value.font-size,value.letter-spacing,computedValue.font-family,computedValue.font-weight,computedValue.line-height,computedValue.font-size,computedValue.letter-spacing
base.opacity.100,base,{base.opacity.80},8,,,Use {base.opacity.80} instead,,,,,,,,,,
base.opacity.250,base,{base.opacity.200},20,,,Use {base.opacity.200} instead,,,,,,,,,,
base.opacity.300,base,{base.opacity.400},40,,,Use {base.opacity.400} instead,,,,,,,,,,
base.opacity.500,base,{base.opacity.840},84,,,Use {base.opacity.840} instead,,,,,,,,,,
base.palette.cinnamon.100,base,#ffefee,#ffefee,{base.palette.red.50},oklch(0.9533 0.0231 23.95 / 1),replace cinnamon100 with {base.palette.red.50}. Prefer to replace with `sys.color.bg.critical.softer` if used as a background color.,,,,,,,,,,
base.palette.cinnamon.200,base,#FCC9C5,#FCC9C5,{base.palette.red.100},oklch(0.9225 0.0394 25.51 / 1),replace cinnamon200 with {base.palette.red.100}. Prefer to replace with `sys.color.bg.critical.soft` if used as a background color.,,,,,,,,,,
base.palette.cinnamon.300,base,#ff867d,#ff867d,{base.palette.red.300},oklch(0.7533 0.1484 28.45 / 1),replace cinnamon300 with {base.palette.red.300},,,,,,,,,,
base.palette.cinnamon.400,base,#ff5347,#ff5347,{base.palette.red.400},oklch(0.6857 0.2037 29.76 / 1),replace cinnamon400 with {base.palette.red.400}. Prefer to replace with `sys.color.fg.critical.soft` if used as a foreground (text/icon) color.,,,,,,,,,,
base.palette.cinnamon.500,base,#de2e21,#de2e21,{base.palette.red.600},oklch(0.5342 0.2172 29.53 / 1),"replace cinnamon500 with {base.palette.red.600}. Prefer to replace with `sys.color.bg.critical.default` if used as a background color, or `sys.color.fg.critical.default` if used as a foreground (text/icon) color, or `sys.color.border.critical.default` if used as a border color.",,,,,,,,,,
base.palette.cinnamon.600,base,#a31b12,#a31b12,{base.palette.red.700},oklch(0.4517 0.1847 28.2 / 1),"replace cinnamon600 with {base.palette.red.700}. Prefer to replace with `sys.color.bg.critical.strong` if used as a background color, or `sys.color.fg.critical.strong` if used as a foreground (text/icon) color.",,,,,,,,,,
base.palette.peach.100,base,#fff3f0,#fff3f0,{base.palette.coral.50},oklch(0.9659 0.0171 35.14 / 1),replace peach100 with {base.palette.coral.50},,,,,,,,,,
base.palette.peach.200,base,#ffc2b3,#ffc2b3,{base.palette.coral.200},oklch(0.8476 0.0856 37.59 / 1),replace peach200 with {base.palette.coral.200},,,,,,,,,,
base.palette.peach.300,base,#ff957a,#ff957a,{base.palette.coral.300},oklch(0.7671 0.1418 38.37 / 1),replace peach300 with {base.palette.coral.300},,,,,,,,,,
base.palette.peach.400,base,#ff643d,#ff643d,{base.palette.red.400},oklch(0.6857 0.2037 29.76 / 1),replace peach400 with {base.palette.red.400},,,,,,,,,,
base.palette.peach.500,base,#de4721,#de4721,{base.palette.coral.600},oklch(0.5394 0.1828 36.43 / 1),replace peach500 with {base.palette.coral.600},,,,,,,,,,
base.palette.peach.600,base,#b53413,#b53413,{base.palette.coral.700},oklch(0.4616 0.1629 34.74 / 1),replace peach600 with {base.palette.coral.700},,,,,,,,,,
base.palette.chili-mango.100,base,#ffe6d9,#ffe6d9,{base.palette.coral.100},oklch(0.9344 0.0339 35.8 / 1),replace chili-mango100 with {base.palette.coral.100},,,,,,,,,,
base.palette.chili-mango.200,base,#ffc7ab,#ffc7ab,{base.palette.coral.200},oklch(0.8476 0.0856 37.59 / 1),replace chili-mango200 with {base.palette.coral.200},,,,,,,,,,
base.palette.chili-mango.300,base,#ff9b69,#ff9b69,{base.palette.coral.300},oklch(0.7671 0.1418 38.37 / 1),replace chili-mango300 with {base.palette.coral.300},,,,,,,,,,
base.palette.chili-mango.400,base,#ff671b,#ff671b,{base.palette.orange.500},oklch(0.6617 0.1893 44.93 / 1),replace chili-mango400 with {base.palette.orange.500},,,,,,,,,,
base.palette.chili-mango.500,base,#e04b00,#e04b00,{base.palette.orange.500},oklch(0.6617 0.1893 44.93 / 1),replace chili-mango500 with {base.palette.orange.500},,,,,,,,,,
base.palette.chili-mango.600,base,#a33600,#a33600,{base.palette.orange.700},oklch(0.4689 0.1456 40.5 / 1),replace chili-mango600 with {base.palette.orange.700},,,,,,,,,,
base.palette.cantaloupe.100,base,#ffeed9,#ffeed9,{base.palette.amber.50},oklch(0.969 0.0619 101.63 / 1),replace cantaloupe100 with {base.palette.amber.50}. Prefer to replace with `sys.color.bg.caution.softer` if used as a background color.,,,,,,,,,,
base.palette.cantaloupe.200,base,#fcd49f,#fcd49f,{base.palette.amber.200},oklch(0.9191 0.1547 99.7 / 1),replace cantaloupe200 with {base.palette.amber.200}. Prefer to replace with `sys.color.fg.caution.softer` if used as a foreground (text/icon) color.,,,,,,,,,,
base.palette.cantaloupe.300,base,#ffbc63,#ffbc63,{base.palette.amber.300},oklch(0.8432 0.1713 85.24 / 1),replace cantaloupe300 with {base.palette.amber.300}. Prefer to replace with `sys.color.bg.caution.soft` if used as a background color.,,,,,,,,,,
base.palette.cantaloupe.400,base,#ffa126,#ffa126,{base.palette.amber.400},oklch(0.7909 0.1711 70.15 / 1),"replace cantaloupe400 with {base.palette.amber.400}. Prefer to replace with `sys.color.bg.caution.default` if used as a background color, or `sys.color.border.caution.default` if used as a border color.",,,,,,,,,,
base.palette.cantaloupe.500,base,#f38b00,#f38b00,{base.palette.amber.500},oklch(0.6601 0.1537 60.7 / 1),replace cantaloupe500 with {base.palette.amber.500}. Prefer to replace with `sys.color.bg.caution.strong` if used as a background color.,,,,,,,,,,
base.palette.cantaloupe.600,base,#c06c00,#c06c00,{base.palette.amber.600},oklch(0.5505 0.1439 50.78 / 1),"replace cantaloupe600 with {base.palette.amber.600}. Prefer to replace with `sys.color.bg.caution.stronger` if used as a background color, or with `sys.color.border.caution.strong` if used as a border color.",,,,,,,,,,
base.palette.sour-lemon.100,base,#fff9e6,#fff9e6,{base.palette.amber.25},oklch(0.9779 0.0214 95.33 / 1),replace sour-lemon100 with {base.palette.amber.25},,,,,,,,,,
base.palette.sour-lemon.200,base,#ffecab,#ffecab,{base.palette.amber.100},oklch(0.9567 0.0948 100.22 / 1),replace sour-lemon200 with {base.palette.amber.100},,,,,,,,,,
base.palette.sour-lemon.300,base,#ffda61,#ffda61,{base.palette.amber.200},oklch(0.9191 0.1547 99.7 / 1),replace sour-lemon300 with {base.palette.amber.200},,,,,,,,,,
base.palette.sour-lemon.400,base,#ffc629,#ffc629,{base.palette.amber.300},oklch(0.8432 0.1713 85.24 / 1),replace sour-lemon400 with {base.palette.amber.300},,,,,,,,,,
base.palette.sour-lemon.500,base,#ebb400,#ebb400,{base.palette.amber.300},oklch(0.8432 0.1713 85.24 / 1),replace sour-lemon500 with {base.palette.amber.300},,,,,,,,,,
base.palette.sour-lemon.600,base,#bd9100,#bd9100,{base.palette.amber.500},oklch(0.6601 0.1537 60.7 / 1),replace sour-lemon600 with {base.palette.amber.500},,,,,,,,,,
base.palette.juicy-pear.100,base,#f7fae6,#f7fae6,{base.palette.amber.25},oklch(0.9779 0.0214 95.33 / 1),replace juicy-pear100 with {base.palette.amber.25},,,,,,,,,,
base.palette.juicy-pear.200,base,#e2f391,#e2f391,{base.palette.amber.100},oklch(0.9567 0.0948 100.22 / 1),replace juicy-pear200 with {base.palette.amber.100},,,,,,,,,,
base.palette.juicy-pear.300,base,#c4de40,#c4de40,{base.palette.amber.200},oklch(0.9191 0.1547 99.7 / 1),replace juicy-pear300 with {base.palette.amber.200},,,,,,,,,,
base.palette.juicy-pear.400,base,#a8c224,#a8c224,{base.palette.amber.200},oklch(0.9191 0.1547 99.7 / 1),replace juicy-pear400 with {base.palette.amber.200},,,,,,,,,,
base.palette.juicy-pear.500,base,#8ea618,#8ea618,{base.palette.green.500},oklch(0.6362 0.1974 145.47 / 1),replace juicy-pear500 with {base.palette.green.500},,,,,,,,,,
base.palette.juicy-pear.600,base,#687818,#687818,{base.palette.green.700},oklch(0.4463 0.1422 144.58 / 1),replace juicy-pear600 with {base.palette.green.700},,,,,,,,,,
base.palette.kiwi.100,base,#ecfcd7,#ecfcd7,{base.palette.green.50},oklch(0.9655 0.0561 149.93 / 1),replace kiwi100 with {base.palette.green.50},,,,,,,,,,
base.palette.kiwi.200,base,#caf593,#caf593,{base.palette.green.100},oklch(0.9278 0.1024 149.88 / 1),replace kiwi200 with {base.palette.green.100},,,,,,,,,,
base.palette.kiwi.300,base,#a7e05c,#a7e05c,{base.palette.green.200},oklch(0.8506 0.1804 149.93 / 1),replace kiwi300 with {base.palette.green.200},,,,,,,,,,
base.palette.kiwi.400,base,#77bc1f,#77bc1f,{base.palette.green.500},oklch(0.6362 0.1974 145.47 / 1),replace kiwi400 with {base.palette.green.500},,,,,,,,,,
base.palette.kiwi.500,base,#609915,#609915,{base.palette.green.500},oklch(0.6362 0.1974 145.47 / 1),replace kiwi500 with {base.palette.green.500},,,,,,,,,,
base.palette.kiwi.600,base,#537824,#537824,{base.palette.green.700},oklch(0.4463 0.1422 144.58 / 1),replace kiwi600 with {base.palette.green.700},,,,,,,,,,
base.palette.green-apple.100,base,#ebfff0,#ebfff0,{base.palette.green.50},oklch(0.9655 0.0561 149.93 / 1),replace green-apple100 with {base.palette.green.50}. Prefer to replace with `sys.color.bg.positive.softer` if used as a background color.,,,,,,,,,,
base.palette.green-apple.200,base,#acf5be,#acf5be,{base.palette.green.100},oklch(0.9278 0.1024 149.88 / 1),replace green-apple200 with {base.palette.green.100}. Prefer to replace with `sys.color.bg.positive.soft` if used as a background color.,,,,,,,,,,
base.palette.green-apple.300,base,#5fe380,#5fe380,{base.palette.green.200},oklch(0.8506 0.1804 149.93 / 1),replace green-apple300 with {base.palette.green.200}. Prefer to replace with `sys.color.fg.positive.soft` if used as a foreground (text/icon) color.,,,,,,,,,,
base.palette.green-apple.400,base,#43c463,#43c463,{base.palette.green.600},oklch(0.5069 0.1569 145.56 / 1),"replace green-apple400 with {base.palette.green.600}. Prefer to replace with `sys.color.bg.positive.default` if used as a background color, or `sys.color.fg.positive.default` if used as a foreground (text/icon) color.",,,,,,,,,,
base.palette.green-apple.500,base,#319c4c,#319c4c,{base.palette.green.700},oklch(0.4463 0.1422 144.58 / 1),"replace green-apple500 with {base.palette.green.700}. Prefer to replace with `sys.color.bg.positive.strong` if used as a background color, or `sys.color.fg.positive.strong` if used as a foreground (text/icon) color.",,,,,,,,,,
base.palette.green-apple.600,base,#217a37,#217a37,{base.palette.green.800},oklch(0.3955 0.1156 147.66 / 1),"replace green-apple600 with {base.palette.green.800}. Prefer to replace with `sys.color.bg.positive.stronger` if used as a background color, or `sys.color.text.positive.stronger` if used as a text color.",,,,,,,,,,
base.palette.watermelon.100,base,#ebfdf8,#ebfdf8,{base.palette.teal.25},oklch(0.9827 0.021 200.66 / 1),replace watermelon100 with {base.palette.teal.25},,,,,,,,,,
base.palette.watermelon.200,base,#b7edde,#b7edde,{base.palette.teal.100},oklch(0.935 0.046 205.09 / 1),replace watermelon200 with {base.palette.teal.100},,,,,,,,,,
base.palette.watermelon.300,base,#65ccaf,#65ccaf,{base.palette.green.100},oklch(0.9278 0.1024 149.88 / 1),replace watermelon300 with {base.palette.green.100},,,,,,,,,,
base.palette.watermelon.400,base,#12a67c,#12a67c,{base.palette.green.600},oklch(0.5069 0.1569 145.56 / 1),replace watermelon400 with {base.palette.green.600},,,,,,,,,,
base.palette.watermelon.500,base,#0c7a5b,#0c7a5b,{base.palette.green.800},oklch(0.3955 0.1156 147.66 / 1),replace watermelon500 with {base.palette.green.800},,,,,,,,,,
base.palette.watermelon.600,base,#00573e,#00573e,{base.palette.green.800},oklch(0.3955 0.1156 147.66 / 1),replace watermelon600 with {base.palette.green.800},,,,,,,,,,
base.palette.jewel.100,base,#ebfdff,#ebfdff,{base.palette.teal.25},oklch(0.9827 0.021 200.66 / 1),replace jewel100 with {base.palette.teal.25},,,,,,,,,,
base.palette.jewel.200,base,#acecf3,#acecf3,{base.palette.teal.200},oklch(0.8766 0.0677 204.24 / 1),replace jewel200 with {base.palette.teal.200},,,,,,,,,,
base.palette.jewel.300,base,#44c8d7,#44c8d7,{base.palette.teal.400},oklch(0.7154 0.1006 206.05 / 1),replace jewel300 with {base.palette.teal.400},,,,,,,,,,
base.palette.jewel.400,base,#1ea4b3,#1ea4b3,{base.palette.teal.500},oklch(0.6385 0.1093 205.92 / 1),replace jewel400 with {base.palette.teal.500},,,,,,,,,,
base.palette.jewel.500,base,#1a818c,#1a818c,{base.palette.teal.600},oklch(0.5141 0.0882 207.28 / 1),replace jewel500 with {base.palette.teal.600},,,,,,,,,,
base.palette.jewel.600,base,#156973,#156973,{base.palette.teal.700},oklch(0.4634 0.0796 207.82 / 1),replace jewel600 with {base.palette.teal.700},,,,,,,,,,
base.palette.toothpaste.100,base,#d7f1fc,#d7f1fc,{base.palette.azure.50},oklch(0.9549 0.0295 223.86 / 1),replace toothpaste100 with {base.palette.azure.50},,,,,,,,,,
base.palette.toothpaste.200,base,#99e0ff,#99e0ff,{base.palette.azure.200},oklch(0.8594 0.0867 230.07 / 1),replace toothpaste200 with {base.palette.azure.200},,,,,,,,,,
base.palette.toothpaste.300,base,#40b4e5,#40b4e5,{base.palette.azure.300},oklch(0.7991 0.107 239.24 / 1),replace toothpaste300 with {base.palette.azure.300},,,,,,,,,,
base.palette.toothpaste.400,base,#1894c9,#1894c9,{base.palette.azure.500},oklch(0.6555 0.1553 244.48 / 1),replace toothpaste400 with {base.palette.azure.500},,,,,,,,,,
base.palette.toothpaste.500,base,#0271a1,#0271a1,{base.palette.azure.700},oklch(0.4618 0.1098 242.11 / 1),replace toothpaste500 with {base.palette.azure.700},,,,,,,,,,
base.palette.toothpaste.600,base,#005B82,#005B82,{base.palette.azure.800},oklch(0.3912 0.0855 237.05 / 1),replace toothpaste600 with {base.palette.azure.800},,,,,,,,,,
base.palette.blueberry.100,base,#D7EAFC,#D7EAFC,{base.palette.blue.100},oklch(0.928 0.0359 250.6 / 1),replace blueberry100 with {base.palette.blue.100},,,,,,,,,,
base.palette.blueberry.200,base,#A6D2FF,#A6D2FF,{base.palette.blue.100},oklch(0.928 0.0359 250.6 / 1),replace blueberry200 with {base.palette.blue.100}. Prefer to replace with `sys.color.bg.primary.soft` if used as a background color.,,,,,,,,,,
base.palette.blueberry.300,base,#40A0FF,#40A0FF,{base.palette.blue.400},oklch(0.708 0.1549 255.41 / 1),"replace blueberry300 with {base.palette.blue.400}. Prefer to replace with `sys.color.bg.primary.default` if used as a background color, or `sys.color.fg.primary.soft` if used as a foreground (text/icon) color.",,,,,,,,,,
base.palette.blueberry.400,base,#0875E1,#0875E1,{base.palette.blue.600},oklch(0.5198 0.1782 256.11 / 1),"replace blueberry400 with {base.palette.blue.600}. Prefer to replace with `sys.color.bg.primary.default` if used as a background color, or `sys.color.fg.primary.default` if used as a foreground (text/icon) color, or `sys.color.border.primary.default` if used as a border color.",,,,,,,,,,
base.palette.blueberry.500,base,#005cb9,#005cb9,{base.palette.blue.700},oklch(0.4658 0.1562 255.5 / 1),"replace blueberry500 with {base.palette.blue.700}. Prefer to replace with `sys.color.bg.primary.strong` if used as a background color, or `sys.color.fg.primary.strong` if used as a foreground (text/icon) color.",,,,,,,,,,
base.palette.blueberry.600,base,#004387,#004387,{base.palette.blue.800},oklch(0.3908 0.128 256 / 1),"replace blueberry600 with {base.palette.blue.800}. Prefer to replace with `sys.color.bg.primary.stronger` if used as a background color, or `sys.color.text.primary.stronger` if used as a text color.",,,,,,,,,,
base.palette.plum.100,base,#e6f1ff,#e6f1ff,{base.palette.blue.100},oklch(0.928 0.0359 250.6 / 1),replace plum100 with {base.palette.blue.100},,,,,,,,,,
base.palette.plum.200,base,#A6CDFF,#A6CDFF,{base.palette.blue.200},oklch(0.8627 0.0701 250.6 / 1),replace plum200 with {base.palette.blue.200},,,,,,,,,,
base.palette.plum.300,base,#529bfa,#529bfa,{base.palette.blue.400},oklch(0.708 0.1549 255.41 / 1),replace plum300 with {base.palette.blue.400},,,,,,,,,,
base.palette.plum.400,base,#3881E1,#3881E1,{base.palette.blue.600},oklch(0.5198 0.1782 256.11 / 1),replace plum400 with {base.palette.blue.600},,,,,,,,,,
base.palette.plum.500,base,#3166ab,#3166ab,{base.palette.blue.700},oklch(0.4658 0.1562 255.5 / 1),replace plum500 with {base.palette.blue.700},,,,,,,,,,
base.palette.plum.600,base,#264a7a,#264a7a,{base.palette.blue.800},oklch(0.3908 0.128 256 / 1),replace plum600 with {base.palette.blue.800},,,,,,,,,,
base.palette.berry-smoothie.100,base,#e8edff,#e8edff,{base.palette.indigo.50},oklch(0.9499 0.0243 280.81 / 1),replace berry-smoothie100 with {base.palette.indigo.50},,,,,,,,,,
base.palette.berry-smoothie.200,base,#c2cfff,#c2cfff,{base.palette.indigo.200},oklch(0.8503 0.0754 280.52 / 1),replace berry-smoothie200 with {base.palette.indigo.200},,,,,,,,,,
base.palette.berry-smoothie.300,base,#7891FF,#7891FF,{base.palette.indigo.400},oklch(0.712 0.1531 280.1 / 1),replace berry-smoothie300 with {base.palette.indigo.400},,,,,,,,,,
base.palette.berry-smoothie.400,base,#5E77E6,#5E77E6,{base.palette.blue.500},oklch(0.6023 0.2032 255.68 / 1),replace berry-smoothie400 with {base.palette.blue.500},,,,,,,,,,
base.palette.berry-smoothie.500,base,#4b5eb3,#4b5eb3,{base.palette.blue.700},oklch(0.4658 0.1562 255.5 / 1),replace berry-smoothie500 with {base.palette.blue.700},,,,,,,,,,
base.palette.berry-smoothie.600,base,#3b4987,#3b4987,{base.palette.blue.800},oklch(0.3908 0.128 256 / 1),replace berry-smoothie600 with {base.palette.blue.800},,,,,,,,,,
base.palette.blackberry.100,base,#f0f0ff,#f0f0ff,{base.palette.indigo.25},oklch(0.9703 0.0147 286 / 1),replace blackberry100 with {base.palette.indigo.25},,,,,,,,,,
base.palette.blackberry.200,base,#c3c2ff,#c3c2ff,{base.palette.indigo.200},oklch(0.8503 0.0754 280.52 / 1),replace blackberry200 with {base.palette.indigo.200},,,,,,,,,,
base.palette.blackberry.300,base,#8483e6,#8483e6,{base.palette.indigo.400},oklch(0.712 0.1531 280.1 / 1),replace blackberry300 with {base.palette.indigo.400},,,,,,,,,,
base.palette.blackberry.400,base,#5c59e6,#5c59e6,{base.palette.indigo.500},oklch(0.615 0.2131 280.7 / 1),replace blackberry400 with {base.palette.indigo.500},,,,,,,,,,
base.palette.blackberry.500,base,#413fcc,#413fcc,{base.palette.indigo.700},oklch(0.466 0.1961 280.9 / 1),replace blackberry500 with {base.palette.indigo.700},,,,,,,,,,
base.palette.blackberry.600,base,#2e2d91,#2e2d91,{base.palette.indigo.900},oklch(0.317 0.142 278.2 / 1),replace blackberry600 with {base.palette.indigo.900},,,,,,,,,,
base.palette.island-punch.100,base,#f5f0ff,#f5f0ff,{base.palette.purple.25},oklch(0.9776 0.0147 312 / 1),replace island-punch100 with {base.palette.purple.25},,,,,,,,,,
base.palette.island-punch.200,base,#d2befa,#d2befa,{base.palette.purple.200},oklch(0.8701 0.0965 316.6 / 1),replace island-punch200 with {base.palette.purple.200},,,,,,,,,,
base.palette.island-punch.300,base,#a88ae6,#a88ae6,{base.palette.purple.500},oklch(0.628 0.1681 312.69 / 1),replace island-punch300 with {base.palette.purple.500},,,,,,,,,,
base.palette.island-punch.400,base,#8660d1,#8660d1,{base.palette.purple.500},oklch(0.628 0.1681 312.69 / 1),replace island-punch400 with {base.palette.purple.500},,,,,,,,,,
base.palette.island-punch.500,base,#6345a1,#6345a1,{base.palette.purple.700},oklch(0.476 0.156 313.2 / 1),replace island-punch500 with {base.palette.purple.700},,,,,,,,,,
base.palette.island-punch.600,base,#503882,#503882,{base.palette.purple.800},oklch(0.422 0.136 315.49 / 1),replace island-punch600 with {base.palette.purple.800},,,,,,,,,,
base.palette.grape-soda.100,base,#feebff,#feebff,{base.palette.magenta.50},oklch(0.9637 0.0322 325.69 / 1),replace grape-soda100 with {base.palette.magenta.50},,,,,,,,,,
base.palette.grape-soda.200,base,#fac0ff,#fac0ff,{base.palette.magenta.200},oklch(0.887 0.1029 327.44 / 1),replace grape-soda200 with {base.palette.magenta.200},,,,,,,,,,
base.palette.grape-soda.300,base,#de8ae6,#de8ae6,{base.palette.purple.400},oklch(0.734 0.1621 315.88 / 1),replace grape-soda300 with {base.palette.purple.400},,,,,,,,,,
base.palette.grape-soda.400,base,#c860d1,#c860d1,{base.palette.purple.500},oklch(0.628 0.1681 312.69 / 1),replace grape-soda400 with {base.palette.purple.500},,,,,,,,,,
base.palette.grape-soda.500,base,#97499e,#97499e,{base.palette.purple.600},oklch(0.5177 0.162 313.92 / 1),replace grape-soda500 with {base.palette.purple.600},,,,,,,,,,
base.palette.grape-soda.600,base,#7C3882,#7C3882,{base.palette.purple.800},oklch(0.422 0.136 315.49 / 1),replace grape-soda600 with {base.palette.purple.800},,,,,,,,,,
base.palette.pomegranate.100,base,#ffebf3,#ffebf3,{base.palette.magenta.50},oklch(0.9637 0.0322 325.69 / 1),replace pomegranate100 with {base.palette.magenta.50},,,,,,,,,,
base.palette.pomegranate.200,base,#ffbdd6,#ffbdd6,{base.palette.magenta.100},oklch(0.9253 0.0627 329.34 / 1),replace pomegranate200 with {base.palette.magenta.100},,,,,,,,,,
base.palette.pomegranate.300,base,#ff5c9a,#ff5c9a,{base.palette.magenta.500},oklch(0.6557 0.2007 346.62 / 1),replace pomegranate300 with {base.palette.magenta.500},,,,,,,,,,
base.palette.pomegranate.400,base,#f31167,#f31167,{base.palette.magenta.500},oklch(0.6557 0.2007 346.62 / 1),replace pomegranate400 with {base.palette.magenta.500},,,,,,,,,,
base.palette.pomegranate.500,base,#c70550,#c70550,{base.palette.red.700},oklch(0.4517 0.1847 28.2 / 1),replace pomegranate500 with {base.palette.red.700},,,,,,,,,,
base.palette.pomegranate.600,base,#99003a,#99003a,{base.palette.red.800},oklch(0.3712 0.1509 26.08 / 1),replace pomegranate600 with {base.palette.red.800},,,,,,,,,,
base.palette.fruit-punch.100,base,#FFEEEE,#FFEEEE,{base.palette.red.25},oklch(0.9667 0.0163 21.82 / 1),replace fruit-punch100 with {base.palette.red.25},,,,,,,,,,
